a,b,label
-0.67,-0.43,0.2881
0.8,0.75,0.6000000000000001
0.68,0.1,0.068
-0.31,0.88,-0.2728
0.06,-0.55,-0.033
-0.57,0.4,-0.22799999999999998
0.57,0.66,0.3762
0.6,0.8,0.48
-0.97,0.57,-0.5529
0.13,-0.67,-0.08710000000000001
-0.64,0.97,-0.6208
0.65,0.97,0.6305
0.51,0.9,0.459
0.71,-0.42,-0.29819999999999997
-0.46,-0.68,0.3128
-0.69,-0.86,0.5933999999999999
0.82,0.62,0.5084
-0.08,0.63,-0.0504
0.54,0.48,0.2592
-0.67,-0.03,0.0201
0.28,-0.7,-0.196
0.99,0.29,0.28709999999999997
0.35,-0.01,-0.0034999999999999996
0.23,-0.84,-0.1932
-0.99,-0.56,0.5544
0.39,0.69,0.2691
-0.21,0.73,-0.1533
0.42,0.67,0.2814
-0.08,-0.25,0.02
-0.84,0.5,-0.42
0.04,0.6,0.024
0.6,0.72,0.432
0.84,-1.0,-0.84
-0.76,0.14,-0.10640000000000001
-0.78,0.88,-0.6864
-0.62,0.49,-0.3038
0.47,0.3,0.141
0.72,0.01,0.0072
-0.52,0.27,-0.14040000000000002
0.53,-0.6,-0.318
0.3,-0.46,-0.138
0.08,-0.18,-0.0144
0.12,-0.23,-0.0276
-0.65,-0.11,0.07150000000000001
0.48,-0.37,-0.17759999999999998
-0.5,-0.29,0.145
0.95,0.9,0.855
-0.7,0.84,-0.588
-0.37,-0.14,0.051800000000000006
0.66,0.29,0.1914
0.59,0.09,0.053099999999999994
0.35,0.72,0.252
0.24,0.58,0.1392
0.24,-0.36,-0.08639999999999999
-0.3,-0.28,0.084
-0.3,-0.55,0.165
-0.01,0.16,-0.0016
-0.58,0.28,-0.16240000000000002
0.73,0.79,0.5767
0.1,-0.3,-0.03
-0.88,-0.57,0.5015999999999999
0.81,-0.05,-0.04050000000000001
-0.93,-0.38,0.35340000000000005
-0.53,0.47,-0.2491
-0.16,0.13,-0.020800000000000003
0.24,-0.84,-0.20159999999999997
-0.36,0.76,-0.2736
-0.39,-0.47,0.1833
-0.34,-0.06,0.0204
0.08,0.15,0.012
-0.13,0.12,-0.0156
0.02,-0.04,-0.0008
-0.85,-0.12,0.102
-0.49,-0.63,0.3087
-0.83,0.59,-0.48969999999999997
-0.51,-0.16,0.0816
0.14,-0.66,-0.09240000000000001
-0.97,-0.47,0.45589999999999997
0.73,0.32,0.2336
0.12,-0.94,-0.11279999999999998
-0.95,-0.81,0.7695
0.65,0.25,0.1625
-0.94,-0.43,0.40419999999999995
0.47,-0.76,-0.35719999999999996
0.39,0.44,0.1716
0.52,0.36,0.1872
-0.93,0.92,-0.8556
-0.44,0.75,-0.33
-0.93,0.08,-0.07440000000000001
0.04,0.29,0.0116
0.38,-0.16,-0.0608
-0.64,0.01,-0.0064
0.38,-0.58,-0.22039999999999998
0.99,-0.11,-0.1089
0.04,0.01,0.0004
-0.89,-0.12,0.10679999999999999
-0.94,0.33,-0.3102
-0.63,0.48,-0.3024
-0.48,-0.93,0.4464
-0.06,0.12,-0.0072
-0.75,0.86,-0.645
-0.35,0.63,-0.22049999999999997
-0.49,0.94,-0.46059999999999995
-0.05,-0.68,0.034
0.55,0.49,0.2695
-0.96,-0.91,0.8736
-0.94,-0.21,0.1974
-0.08,0.04,-0.0032
0.34,-0.61,-0.2074
-0.24,-0.99,0.23759999999999998
0.17,0.01,0.0017000000000000001
0.7,-0.37,-0.259
-0.05,0.92,-0.046000000000000006
-0.85,0.74,-0.629
-0.97,0.16,-0.1552
0.61,0.55,0.3355
-0.18,0.62,-0.11159999999999999
0.69,-0.65,-0.44849999999999995
0.35,-0.39,-0.13649999999999998
-0.4,-0.61,0.244
0.38,-0.47,-0.17859999999999998
0.79,-0.67,-0.5293000000000001
-0.72,-0.85,0.612
-0.41,-0.03,0.012299999999999998
-0.66,-0.41,0.2706
-0.3,-0.27,0.081
0.2,-0.3,-0.06
0.35,0.49,0.17149999999999999
-0.19,0.83,-0.1577
-0.35,0.97,-0.33949999999999997
-0.51,0.96,-0.4896
-0.59,0.06,-0.035399999999999994
0.02,0.26,0.005200000000000001
0.69,0.48,0.33119999999999994
0.25,-0.25,-0.0625
0.95,-0.47,-0.44649999999999995
-0.85,0.44,-0.374
-0.11,0.65,-0.07150000000000001
0.27,-0.92,-0.24840000000000004
-0.36,0.07,-0.0252
-0.44,0.64,-0.2816
-0.17,0.54,-0.0918
0.25,0.35,0.0875
0.55,0.97,0.5335
-0.63,0.47,-0.2961
-0.55,-0.14,0.07700000000000001
-0.55,-0.37,0.20350000000000001
-0.97,0.0,-0.0
0.6,-0.35,-0.21
-0.1,0.6,-0.06
-0.3,-0.86,0.258
0.74,0.96,0.7103999999999999
-0.22,0.91,-0.20020000000000002
-0.26,-0.45,0.117
-0.47,-0.94,0.44179999999999997
-0.02,-0.42,0.0084
0.93,-0.32,-0.29760000000000003
-0.71,0.69,-0.48989999999999995
0.12,0.8,0.096
-0.06,0.58,-0.0348
-0.7,0.76,-0.5319999999999999
0.75,-0.06,-0.045
0.76,0.49,0.3724
-0.88,-0.08,0.0704
0.96,-0.61,-0.5856
0.09,-0.58,-0.052199999999999996
0.25,0.44,0.11
-0.72,0.91,-0.6552
0.52,-0.9,-0.468
-0.7,0.6,-0.42
-0.27,-0.27,0.0729
-0.1,-0.14,0.014000000000000002
0.84,-0.04,-0.0336
0.73,0.99,0.7227
-0.96,-0.68,0.6528
-0.04,0.77,-0.0308
0.46,0.98,0.45080000000000003
-0.17,-0.76,0.1292
0.13,-0.01,-0.0013000000000000002
0.97,-0.96,-0.9311999999999999
-0.21,0.62,-0.13019999999999998
0.73,-0.47,-0.34309999999999996
-0.98,0.49,-0.48019999999999996
0.15,-0.16,-0.024
-0.37,0.78,-0.2886
-0.57,-0.91,0.5186999999999999
-0.59,0.13,-0.0767
-0.31,0.93,-0.2883
-0.17,-0.72,0.12240000000000001
0.41,0.69,0.2829
0.93,-0.52,-0.48360000000000003
0.98,-0.7,-0.6859999999999999
0.17,0.69,0.1173
0.55,0.82,0.451
-0.94,0.36,-0.3384
-0.89,-0.13,0.11570000000000001
-0.77,-0.67,0.5159
0.7,-0.93,-0.651
-0.11,0.68,-0.0748
0.28,-0.06,-0.016800000000000002
-0.39,-0.26,0.1014
-0.56,0.64,-0.35840000000000005
-0.46,0.85,-0.391
0.54,0.94,0.5076
0.2,-0.44,-0.08800000000000001
-0.5,0.15,-0.075
-0.06,-0.24,0.0144
-0.58,-0.56,0.32480000000000003
0.5,0.87,0.435
-0.06,-0.56,0.033600000000000005
0.68,0.79,0.5372
0.13,-0.91,-0.1183
0.48,0.43,0.2064
0.33,-0.33,-0.10890000000000001
0.77,-0.99,-0.7623
0.41,-0.93,-0.3813
0.11,-0.61,-0.06709999999999999
0.33,0.8,0.264
0.2,-0.87,-0.17400000000000002
-0.5,-0.89,0.445
-0.76,0.85,-0.646
-0.36,0.01,-0.0036
-0.53,0.08,-0.0424
-0.71,0.22,-0.1562
-0.07,-0.36,0.0252
0.03,-0.57,-0.017099999999999997
0.22,0.06,0.0132
0.12,-0.28,-0.033600000000000005
-0.46,0.09,-0.0414
0.93,0.01,0.009300000000000001
0.11,-0.92,-0.1012
-0.62,0.2,-0.124
-0.55,-0.54,0.29700000000000004
0.61,0.56,0.3416
0.51,0.42,0.2142
0.21,0.54,0.1134
-0.64,-0.54,0.3456
-0.32,0.62,-0.1984
0.23,0.39,0.0897
-0.18,-0.6,0.108
0.72,-0.56,-0.4032
0.93,-0.88,-0.8184
0.02,-0.12,-0.0024
-0.88,-0.14,0.12320000000000002
-0.89,-0.39,0.3471
-0.05,-0.79,0.03950000000000001
0.97,0.36,0.34919999999999995
-0.27,0.29,-0.0783
-0.76,-0.31,0.2356
-0.45,0.11,-0.0495
0.64,-0.55,-0.35200000000000004
0.72,0.98,0.7056
0.14,0.87,0.1218
-0.62,-0.04,0.0248
-0.32,-0.92,0.2944
0.94,-0.35,-0.32899999999999996
-0.28,-0.85,0.23800000000000002
0.51,0.05,0.025500000000000002
-0.43,0.4,-0.17200000000000001
-0.38,-0.28,0.10640000000000001
-0.93,-0.81,0.7533000000000001
-0.2,0.59,-0.118
0.52,-0.98,-0.5096
0.47,0.17,0.0799
-0.55,-0.82,0.451
0.61,-0.37,-0.22569999999999998
-0.27,-0.55,0.14850000000000002
-0.93,-0.5,0.465
-0.53,-0.75,0.3975
-0.57,-0.99,0.5642999999999999
-0.1,-0.3,0.03
-0.7,-0.53,0.371
0.0,0.11,0.0
0.37,-0.9,-0.333
-0.6,-0.66,0.396
0.18,0.37,0.06659999999999999
0.66,-0.96,-0.6336
-0.57,0.41,-0.23369999999999996
0.49,0.8,0.392
0.78,0.53,0.41340000000000005
-0.68,0.0,-0.0
-0.28,0.89,-0.24920000000000003
0.6,0.39,0.23399999999999999
0.53,0.02,0.0106
-1.0,-0.19,0.19
-0.76,0.1,-0.07600000000000001
0.73,0.92,0.6716
-0.77,-0.96,0.7392
0.08,-0.61,-0.0488
0.38,0.53,0.20140000000000002
0.14,0.26,0.0364
0.69,0.83,0.5726999999999999
-0.78,-0.91,0.7098000000000001
-0.87,-0.94,0.8178
-0.67,0.86,-0.5762
-0.85,0.82,-0.697
-0.8,-0.6,0.48
0.22,-0.4,-0.08800000000000001
-0.33,-0.87,0.2871
0.32,0.91,0.2912
0.01,-0.82,-0.008199999999999999
0.84,0.33,0.2772
-0.24,0.76,-0.1824
0.57,0.57,0.32489999999999997
-0.96,-0.31,0.2976
0.39,0.62,0.24180000000000001
0.72,-0.56,-0.4032
0.0,-0.32,-0.0
0.06,-0.04,-0.0024
-0.27,0.92,-0.24840000000000004
-0.99,-0.92,0.9108
0.56,0.86,0.48160000000000003
-0.17,-0.66,0.11220000000000001
-0.6,0.19,-0.11399999999999999
-0.29,0.98,-0.28419999999999995
-0.74,0.53,-0.3922
-0.15,-0.69,0.1035
-0.72,-0.47,0.3384
0.68,-0.39,-0.26520000000000005
0.68,-0.7,-0.476
0.87,0.81,0.7047
-0.28,0.84,-0.23520000000000002
-0.79,0.65,-0.5135000000000001
-0.94,0.76,-0.7143999999999999
0.07,-0.38,-0.026600000000000002
0.73,-0.93,-0.6789000000000001
-0.99,0.52,-0.5148
-0.53,0.34,-0.18020000000000003
0.26,-0.32,-0.08320000000000001
-0.51,-0.14,0.0714
0.36,0.17,0.061200000000000004
0.21,0.74,0.15539999999999998
0.97,-0.98,-0.9506
-0.38,-0.54,0.20520000000000002
-0.16,-0.19,0.0304
-0.74,-0.28,0.20720000000000002
0.16,-0.52,-0.08320000000000001
-0.41,0.7,-0.287
0.11,-0.18,-0.019799999999999998
-0.27,-0.83,0.2241
0.03,0.13,0.0039
-0.14,0.29,-0.040600000000000004
0.01,-0.85,-0.0085
-0.92,0.17,-0.1564
0.44,0.47,0.20679999999999998
0.38,-0.53,-0.20140000000000002
-0.08,-0.58,0.0464
0.06,0.07,0.004200000000000001
0.15,0.51,0.0765
-0.05,0.49,-0.0245
0.42,-0.8,-0.336
-0.6,-0.29,0.174
0.52,0.64,0.33280000000000004
-0.33,0.75,-0.2475
-0.13,-0.61,0.0793
0.78,0.78,0.6084
0.44,0.33,0.1452
-0.01,-0.51,0.0051
0.21,-0.08,-0.0168
0.17,0.36,0.061200000000000004
0.63,-0.88,-0.5544
-0.13,-0.82,0.1066
-0.51,0.85,-0.4335
0.47,0.38,0.17859999999999998
0.06,0.31,0.0186
0.45,0.43,0.1935
0.59,-0.98,-0.5781999999999999
0.35,-0.83,-0.2905
0.16,0.76,0.1216
0.39,0.79,0.30810000000000004
0.48,0.47,0.22559999999999997
-0.9,0.64,-0.5760000000000001
-0.76,-0.09,0.0684
-0.87,0.17,-0.1479
0.95,-0.18,-0.17099999999999999
0.05,-0.22,-0.011000000000000001
-0.98,-0.36,0.3528
0.01,0.57,0.005699999999999999
-0.35,-0.71,0.24849999999999997
-0.77,0.39,-0.3003
-1.0,-0.61,0.61
0.73,-0.25,-0.1825
-0.87,0.73,-0.6351
-0.93,-0.39,0.3627
0.68,-0.57,-0.3876
-0.66,0.75,-0.495
-0.14,0.41,-0.0574
0.85,0.23,0.1955
0.07,-0.89,-0.06230000000000001
0.52,0.87,0.4524
0.97,0.92,0.8924
0.02,0.04,0.0008
-0.88,-0.8,0.7040000000000001
0.59,0.19,0.11209999999999999
-0.43,-0.47,0.20209999999999997
-0.48,0.67,-0.3216
0.53,0.04,0.0212
0.6,0.06,0.036
-0.32,0.59,-0.1888
-0.57,-0.97,0.5529
0.99,0.67,0.6633
0.39,-0.55,-0.21450000000000002
0.18,-0.54,-0.09720000000000001
-0.65,0.56,-0.36400000000000005
0.86,-0.13,-0.1118
-0.74,-0.54,0.3996
-0.12,0.35,-0.041999999999999996
0.96,-0.5,-0.48
0.51,-0.35,-0.1785
-0.06,0.05,-0.003
0.96,0.61,0.5856
0.1,0.56,0.05600000000000001
0.8,0.67,0.536
0.7,0.51,0.357
-0.78,-0.22,0.1716
-0.29,-0.85,0.24649999999999997
-0.87,-0.45,0.3915
0.73,0.1,0.073
0.23,-0.98,-0.22540000000000002
0.96,-0.36,-0.34559999999999996
0.31,-0.76,-0.2356
-0.98,-0.56,0.5488000000000001
0.23,-0.7,-0.161
0.97,-0.59,-0.5722999999999999
-0.17,-0.9,0.15300000000000002
-0.73,0.69,-0.5036999999999999
0.22,0.94,0.20679999999999998
0.02,-0.86,-0.0172
0.01,0.48,0.0048
-0.63,-0.73,0.4599
-1.0,-0.7,0.7
0.06,0.08,0.0048
0.3,0.79,0.237
0.02,-0.23,-0.0046
-0.35,-0.75,0.26249999999999996
0.22,-0.36,-0.07919999999999999
-0.7,-0.81,0.567
0.57,0.45,0.2565
-0.54,0.05,-0.027000000000000003
-0.76,0.73,-0.5548
-0.15,-0.49,0.0735
0.63,0.86,0.5418
-0.55,0.11,-0.060500000000000005
-0.75,0.21,-0.1575
-0.88,-0.3,0.264
0.21,0.85,0.1785
-0.65,0.99,-0.6435
0.41,0.99,0.4059
-0.2,-0.95,0.19
-0.35,-0.69,0.24149999999999996
-0.9,0.88,-0.792
0.09,-0.5,-0.045
0.06,-0.96,-0.0576
-0.89,-0.16,0.1424
0.57,-0.81,-0.4617
-0.14,-0.45,0.06300000000000001
0.5,-0.52,-0.26
0.92,-0.56,-0.5152000000000001
-0.37,-0.46,0.17020000000000002
0.53,-0.77,-0.4081
0.9,0.81,0.7290000000000001
0.44,-0.39,-0.1716
0.27,-0.34,-0.0918
-0.76,-0.16,0.1216
-0.08,0.95,-0.076
-0.41,-0.64,0.26239999999999997
0.89,-0.04,-0.0356
0.16,-0.05,-0.008
-0.89,-0.93,0.8277000000000001
-0.48,0.42,-0.20159999999999997
-0.17,-0.81,0.13770000000000002
-0.87,-0.73,0.6351
0.35,-0.18,-0.063
-0.32,-0.66,0.21120000000000003
-0.75,-0.7,0.5249999999999999
0.77,0.89,0.6853
-0.73,-0.13,0.0949
0.83,0.98,0.8133999999999999
-0.6,-0.11,0.066
-0.51,0.9,-0.459
0.49,0.65,0.3185
-0.51,0.23,-0.1173
-0.64,-0.98,0.6272
0.78,-0.65,-0.507
-0.9,-0.14,0.12600000000000003
-0.45,0.06,-0.027
0.0,0.55,0.0
-0.79,-0.97,0.7663
-0.05,0.78,-0.03900000000000001
-0.89,-0.26,0.23140000000000002
-0.36,0.63,-0.2268
-0.29,-0.35,0.10149999999999999
0.71,0.32,0.22719999999999999
0.87,0.05,0.043500000000000004
0.82,0.99,0.8118
-0.03,-0.28,0.008400000000000001
-0.14,-0.49,0.06860000000000001
-0.78,-0.06,0.0468
0.25,-0.24,-0.06
0.54,0.53,0.2862
-0.66,0.37,-0.2442
-0.48,0.68,-0.3264
-0.26,0.76,-0.1976
0.48,-0.46,-0.2208
-0.58,-0.17,0.09860000000000001
0.18,-0.45,-0.081
-0.35,-0.37,0.1295
0.65,-0.58,-0.377
-0.81,-0.61,0.49410000000000004
-0.91,0.48,-0.4368
-0.73,0.9,-0.657
0.95,0.22,0.209
0.1,0.94,0.094
0.97,-0.81,-0.7857000000000001
-0.56,0.08,-0.044800000000000006
0.69,-0.27,-0.1863
-0.91,-0.94,0.8553999999999999
0.8,0.17,0.136
0.54,0.24,0.1296
-0.14,0.07,-0.009800000000000001
0.74,0.66,0.4884
-0.87,0.98,-0.8526
-0.42,-0.38,0.1596
-0.52,-0.57,0.2964
0.27,0.79,0.21330000000000002
0.58,0.42,0.24359999999999998
0.44,-0.98,-0.43119999999999997
0.85,0.12,0.102
-0.03,0.83,-0.0249
0.59,-0.12,-0.07079999999999999
0.36,-0.11,-0.039599999999999996
-0.6,0.84,-0.504
0.11,0.32,0.0352
-0.78,-0.6,0.46799999999999997
-0.75,-0.93,0.6975
-0.86,0.37,-0.3182
0.39,-0.9,-0.35100000000000003
0.4,0.07,0.028000000000000004
-0.13,0.18,-0.0234
-0.69,0.57,-0.3932999999999999
-0.67,0.92,-0.6164000000000001
0.75,-0.03,-0.0225
0.92,-0.74,-0.6808000000000001
-0.25,0.11,-0.0275
0.87,-0.48,-0.41759999999999997
0.95,0.49,0.46549999999999997
0.66,0.9,0.5940000000000001
0.36,0.03,0.010799999999999999
0.16,-0.82,-0.13119999999999998
-0.04,-0.06,0.0024
0.74,0.14,0.10360000000000001
-0.56,0.54,-0.30240000000000006
0.27,-0.63,-0.1701
0.16,0.69,0.1104
0.77,-0.19,-0.1463
0.67,0.81,0.5427000000000001
0.95,-0.4,-0.38
-0.45,-0.66,0.29700000000000004
0.58,0.5,0.29
-0.81,0.34,-0.27540000000000003
-0.17,0.23,-0.0391
-0.22,0.67,-0.1474
0.5,0.68,0.34
-0.6,0.54,-0.324
-0.47,0.13,-0.0611
0.25,0.36,0.09
0.03,0.31,0.0093
-0.33,-0.06,0.0198
0.68,-0.26,-0.1768
-0.05,0.56,-0.028000000000000004
0.79,-0.65,-0.5135000000000001
0.26,-0.21,-0.0546
-0.87,-0.42,0.3654
0.12,-0.96,-0.1152
-0.27,0.27,-0.0729
0.62,0.51,0.3162
-0.81,-0.95,0.7695
0.88,0.32,0.2816
0.93,-0.78,-0.7254
-0.24,0.59,-0.14159999999999998
0.36,0.27,0.09720000000000001
0.87,-0.12,-0.10439999999999999
0.29,0.18,0.052199999999999996
0.61,0.3,0.183
-0.71,0.47,-0.33369999999999994
0.27,-0.32,-0.0864
-0.67,-0.53,0.3551
-0.3,0.79,-0.237
0.66,0.72,0.4752
0.97,-0.21,-0.2037
-0.56,-0.7,0.392
0.93,-0.65,-0.6045
0.85,0.36,0.306
-0.73,0.11,-0.0803
0.26,0.53,0.1378
-0.48,0.37,-0.17759999999999998
0.36,-0.38,-0.1368
0.83,-0.37,-0.3071
-0.01,0.8,-0.008
-0.07,0.65,-0.045500000000000006
0.55,0.15,0.0825
-0.5,0.15,-0.075
0.03,-0.02,-0.0006
0.82,-0.28,-0.2296
0.37,-0.13,-0.048100000000000004
-0.61,-0.08,0.0488
0.44,-0.67,-0.2948
0.6,-0.55,-0.33
-0.69,0.13,-0.0897
-0.11,0.88,-0.0968
0.52,-0.55,-0.28600000000000003
-0.61,-0.95,0.5795
-0.89,0.68,-0.6052000000000001
0.01,-0.06,-0.0006
0.15,-0.77,-0.11549999999999999
0.2,-0.66,-0.132
0.11,-0.06,-0.0066
-0.19,-0.5,0.095
0.44,-0.71,-0.3124
0.33,0.58,0.1914
0.89,-0.24,-0.21359999999999998
-0.97,-0.29,0.2813
0.9,0.52,0.468
0.34,-0.21,-0.0714
-0.27,-0.21,0.0567
-0.06,-0.42,0.025199999999999997
0.57,-0.85,-0.48449999999999993
-0.5,0.99,-0.495
-0.59,-0.5,0.295
0.41,0.47,0.19269999999999998
-0.55,-0.9,0.49500000000000005
0.78,-0.75,-0.585
0.29,0.62,0.1798
0.75,-0.2,-0.15000000000000002
-0.8,-0.19,0.15200000000000002
0.54,-0.01,-0.0054
-0.15,-0.19,0.028499999999999998
0.93,-0.66,-0.6138
-0.63,-0.64,0.4032
-0.94,-0.32,0.3008
0.29,0.52,0.1508
0.4,0.9,0.36000000000000004
0.68,-0.38,-0.2584
-0.29,-0.32,0.0928
0.9,0.58,0.522
0.78,0.99,0.7722
-0.61,0.16,-0.0976
-0.62,0.14,-0.0868
0.92,-0.31,-0.2852
-0.96,0.37,-0.35519999999999996
-0.87,-0.6,0.522
-0.88,0.04,-0.0352
-0.93,-0.45,0.41850000000000004
0.18,-0.9,-0.162
-0.97,-0.16,0.1552
0.74,-0.96,-0.7103999999999999
-0.92,-0.78,0.7176
0.97,-0.09,-0.08729999999999999
-0.47,-0.51,0.2397
-0.65,-0.76,0.49400000000000005
0.22,0.08,0.0176
-0.66,-0.27,0.17820000000000003
0.13,0.4,0.052000000000000005
0.92,-0.24,-0.2208
0.37,-0.61,-0.22569999999999998
-0.4,-0.55,0.22000000000000003
0.64,0.34,0.21760000000000002
0.62,-0.68,-0.42160000000000003
0.47,0.62,0.2914
-0.2,0.99,-0.198
-0.88,0.09,-0.07919999999999999
0.98,-0.85,-0.833
0.98,0.27,0.2646
0.03,0.81,0.024300000000000002
0.37,-0.89,-0.3293
-0.34,0.03,-0.0102
-0.7,0.56,-0.392
-0.31,-0.66,0.2046
0.21,-0.78,-0.1638
0.46,0.43,0.1978
0.59,-0.26,-0.1534
-0.4,0.8,-0.32000000000000006
-0.07,0.39,-0.027300000000000005
-0.45,0.37,-0.1665
-0.95,-0.87,0.8265
0.5,0.04,0.02
-0.13,0.03,-0.0039
0.19,-0.25,-0.0475
-0.14,-0.79,0.11060000000000002
-0.56,0.95,-0.532
-0.44,-0.86,0.3784
-0.99,0.79,-0.7821
-0.93,0.62,-0.5766
-0.27,-0.45,0.12150000000000001
0.56,-0.2,-0.11200000000000002
0.8,-0.79,-0.6320000000000001
-0.99,0.52,-0.5148
0.8,-0.58,-0.46399999999999997
0.01,0.7,0.006999999999999999
0.19,-0.05,-0.009500000000000001
0.08,-0.85,-0.068
-0.23,-1.0,0.23
0.92,0.4,0.36800000000000005
0.72,-0.04,-0.0288
-0.19,0.66,-0.1254
0.59,0.38,0.22419999999999998
-0.28,-0.04,0.011200000000000002
-0.23,-0.26,0.059800000000000006
-0.78,-0.73,0.5694
-0.54,0.86,-0.46440000000000003
0.08,-0.12,-0.0096
-0.41,0.91,-0.3731
-0.56,0.47,-0.2632
0.75,0.68,0.51
-0.43,-0.35,0.1505
0.47,0.69,0.3243
0.09,-0.62,-0.055799999999999995
0.46,-0.89,-0.40940000000000004
0.48,-0.57,-0.27359999999999995
0.4,0.69,0.27599999999999997
-0.86,-0.69,0.5933999999999999
0.94,0.25,0.235
0.54,0.75,0.405
-0.93,0.01,-0.009300000000000001
-0.9,0.91,-0.8190000000000001
0.27,-0.92,-0.24840000000000004
-0.35,-0.91,0.3185
0.53,0.78,0.41340000000000005
-0.01,0.39,-0.0039000000000000003
0.26,-0.17,-0.0442
0.53,-0.3,-0.159
-0.64,-0.72,0.4608
-0.86,0.6,-0.516
0.06,0.91,0.0546
0.01,-0.35,-0.0034999999999999996
-0.81,-0.53,0.42930000000000007
0.22,0.0,0.0
0.46,-0.35,-0.161
-0.42,0.18,-0.0756
-0.7,-0.63,0.44099999999999995
0.24,0.18,0.043199999999999995
0.03,-0.35,-0.010499999999999999
0.89,-0.08,-0.0712
0.15,0.25,0.0375
-0.08,0.04,-0.0032
0.26,-0.34,-0.0884
0.76,-0.66,-0.5016
-0.92,-0.54,0.4968000000000001
0.74,0.66,0.4884
-0.55,0.64,-0.35200000000000004
-0.86,-0.64,0.5504
-0.45,0.37,-0.1665
0.08,-0.83,-0.0664
-0.02,-0.03,0.0006
0.94,0.68,0.6392
0.95,0.72,0.6839999999999999
0.42,0.8,0.336
-0.88,-0.23,0.2024
0.51,0.85,0.4335
-0.58,-0.04,0.0232
0.83,-0.96,-0.7968
0.25,-0.78,-0.195
-0.35,0.12,-0.041999999999999996
-0.58,-0.9,0.522
-0.58,0.21,-0.12179999999999999
-0.46,-0.56,0.25760000000000005
-0.34,0.02,-0.0068000000000000005
0.49,-0.52,-0.2548
-0.79,0.23,-0.18170000000000003
-0.04,-0.19,0.0076
0.22,-0.15,-0.033
-0.25,-0.04,0.01
-0.03,0.52,-0.0156
-0.21,-0.17,0.0357
0.04,0.57,0.022799999999999997
0.12,-0.77,-0.0924
0.77,0.54,0.41580000000000006
-0.01,0.85,-0.0085
0.3,-0.99,-0.297
0.86,-0.52,-0.4472
-0.87,-0.4,0.34800000000000003
-0.17,-0.47,0.0799
-0.02,-0.09,0.0018
0.88,0.56,0.49280000000000007
-0.69,-0.26,0.1794
-0.85,-0.46,0.391
-0.07,0.72,-0.0504
0.87,0.18,0.1566
-0.47,-0.96,0.45119999999999993
0.9,-0.38,-0.342
0.06,-0.33,-0.0198
0.09,0.81,0.0729
-0.11,-0.48,0.0528
0.91,-0.74,-0.6734
-0.39,0.54,-0.2106
-0.77,0.12,-0.0924
-0.19,-0.16,0.0304
-0.07,-0.76,0.053200000000000004
0.13,-0.52,-0.06760000000000001
-0.13,-0.5,0.065
0.42,-1.0,-0.42
0.8,-0.59,-0.472
-0.05,-0.29,0.014499999999999999
0.99,0.11,0.1089
-0.84,-0.58,0.48719999999999997
-0.72,-0.94,0.6768
-0.12,0.4,-0.048
0.58,0.75,0.43499999999999994
0.31,0.17,0.052700000000000004
0.61,0.57,0.34769999999999995
0.12,0.94,0.11279999999999998
-0.15,0.54,-0.081
0.39,-0.47,-0.1833
0.23,-0.46,-0.1058
-0.47,-0.11,0.051699999999999996
-0.72,-0.45,0.324
0.4,0.97,0.388
-0.2,-0.95,0.19
0.23,-0.27,-0.06210000000000001
-0.74,0.68,-0.5032
0.74,-0.27,-0.1998
-0.24,0.82,-0.19679999999999997
0.47,0.34,0.1598
-0.41,-0.04,0.016399999999999998
0.72,0.77,0.5544
0.12,-0.76,-0.0912
0.56,0.88,0.49280000000000007
-0.77,-0.68,0.5236000000000001
0.18,-0.35,-0.063
-0.96,0.38,-0.3648
0.6,-0.18,-0.108
-0.94,-0.95,0.8929999999999999
0.89,0.79,0.7031000000000001
-1.0,-0.28,0.28
-0.02,-0.3,0.006
-0.57,-0.29,0.16529999999999997
0.6,0.97,0.582
0.86,-0.09,-0.0774
-0.07,0.89,-0.06230000000000001
-0.62,-0.27,0.16740000000000002
-0.73,-0.94,0.6861999999999999
0.63,-0.58,-0.3654
0.52,-0.35,-0.182
0.8,-0.33,-0.264
0.27,-0.46,-0.12420000000000002
0.99,-0.69,-0.6830999999999999
0.25,-0.66,-0.165
0.43,0.81,0.3483
0.57,0.38,0.2166
0.73,-0.07,-0.051100000000000007
0.6,0.23,0.138
-0.91,0.07,-0.0637
-0.51,0.85,-0.4335
0.33,0.41,0.1353
-0.83,-0.51,0.4233
0.42,-0.26,-0.1092
0.04,0.11,0.0044
0.79,-0.29,-0.2291
0.74,-0.53,-0.3922
0.0,0.16,0.0
-0.72,-0.32,0.2304
-0.62,-0.94,0.5828
0.79,0.05,0.03950000000000001
0.53,0.02,0.0106
0.44,-0.48,-0.2112
0.36,0.84,0.3024
0.58,0.32,0.1856
0.06,0.76,0.0456
0.13,0.87,0.1131
0.9,0.84,0.756
-0.34,0.66,-0.22440000000000002
0.35,0.16,0.055999999999999994
0.29,0.7,0.20299999999999999
-0.39,-0.27,0.1053
-0.87,0.88,-0.7656
-1.0,-0.06,0.06
-0.98,0.68,-0.6664
-0.24,-0.56,0.13440000000000002
0.19,-0.42,-0.0798
0.04,-0.87,-0.0348
-0.51,0.79,-0.40290000000000004
-0.6,0.25,-0.15
-0.97,-0.21,0.2037
0.75,-0.02,-0.015
0.05,0.92,0.046000000000000006
0.36,-0.9,-0.324
-0.49,-0.46,0.22540000000000002
0.13,0.12,0.0156
